id,target,mutants_in_minimal,test_suites,assertions,mutants,killed_mutants,not_equivalent_mutants,%,differential_success,minimal,survive,killed,equivalent,class,method,line,column,project
2338,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",75,0,joda-time
2340,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIU -exp,LOI ~exp,AOIS ++exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicMonthOfYearDateTimeField,,34,0,joda-time
2341,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp,AOIS exp--,AOIS exp++,AOIS ++exp,AOIS --exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",114,0,joda-time
2343,lexp - rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB %,ODL rexp,ODL lexp",,"AORB *,AORB /,AORB %,ODL rexp,CDL lexp,ODL lexp,AORB +",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",72,0,joda-time
2345,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp++,AOIS exp--",,"AOIS exp--,AOIU -exp,LOI ~exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",55,0,joda-time
2347,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,getLeapAmount(long),213,0,joda-time
2348,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",70,0,joda-time
2349,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp","AOIS --exp,AOIU -exp,LOI ~exp,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",144,0,joda-time
2350,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--","AOIU -exp,AOIS ++exp,LOI ~exp,AOIS --exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",95,0,joda-time
2351,lexp + rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL rexp,ODL lexp,AORB %",,"VDL rexp,AORB %,AORB -,ODL rexp,VDL lexp,AORB /,AORB *,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",59,0,joda-time
2352,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,ODL rexp,ODL lexp",,"AORB *,ODL rexp,AORB /,AORB %,VDL rexp,AORB +,ODL lexp,CDL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",102,0,joda-time
2353,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS --exp","AOIU -exp,LOI ~exp,AOIS ++exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",170,0,joda-time
2356,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS ++exp,AOIS --exp,AOIS exp++,AOIS exp--","LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",125,0,joda-time
2359,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++,AOIS ++exp,AOIS --exp","AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",161,0,joda-time
2360,lexp / rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB *,ODL rexp,AORB %",,"ODL lexp,AORB -,VDL rexp,AORB %,AORB +,ODL rexp,AORB *,VDL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",107,0,joda-time
2361,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIS ++exp,AOIU -exp,LOI ~exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",72,0,joda-time
2362,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,remainder(long),240,0,joda-time
2364,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp++,AOIS exp--",,"AOIS exp++,AOIU -exp,LOI ~exp,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",54,0,joda-time
2365,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,ODL rexp,ODL lexp",,"AORB /,AORB *,ODL lexp,AORB +,AORB %,ODL rexp,CDL lexp,VDL rexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",66,0,joda-time
2367,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIS --exp,AOIU -exp,AOIS exp--,LOI ~exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",57,0,joda-time
2369,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIU -exp,AOIS --exp,LOI ~exp,AOIS exp--,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",66,0,joda-time
2370,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIS --exp,AOIS exp--,AOIU -exp,AOIS ++exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",102,0,joda-time
2371,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",90,0,joda-time
2374,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp++,AOIS exp--",,"AOIS exp++,AOIS exp--,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",169,0,joda-time
2375,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",61,0,joda-time
2379,lexp == rexp,3,3,3,8,8,8,100.00%,TRUE,"ROR <=,ROR false,ROR >=",,"ROR !=,ROR >,ROR true,ROR false,ROR >=,ROR <=,COI !(),ROR <",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",95,0,joda-time
2381,lexp % rexp,4,4,4,8,8,8,100.00%,TRUE,"AORB -,ODL lexp,AORB +,AORB /",,"ODL lexp,ODL rexp,VDL lexp,AORB *,AORB /,VDL rexp,AORB +,AORB -",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",105,0,joda-time
2382,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIS exp--,LOI ~exp,AOIU -exp,AOIS exp++,AOIS ++exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",79,0,joda-time
2383,lexp - rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB %,ODL rexp,ODL lexp",,"AORB *,ODL lexp,AORB /,CDL lexp,AORB +,ODL rexp,AORB %",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",107,0,joda-time
2385,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIU -exp,AOIS exp--",,"LOI ~exp,AOIS exp--,AOIU -exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",59,0,joda-time
2388,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,getMinimumValue(),223,0,joda-time
2391,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL lexp,ODL rexp,AORB %",,"VDL lexp,VDL rexp,AORB *,AORB +,AORB /,AORB %,ODL lexp,ODL rexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",78,0,joda-time
2392,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIS exp--,AOIU -exp",,"AOIS exp--,LOI ~exp,AOIU -exp,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",187,0,joda-time
2398,lexp && rexp,4,4,4,9,9,9,100.00%,TRUE,"COR false,COR ==,ODL lexp,ODL rexp",,"COR !=,COR true,COR ^,ODL lexp,COR ==,COR false,ODL rexp,COR ||,COI !()",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",137,0,joda-time
2401,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIU -exp,AOIS exp++,LOI ~exp,AOIS --exp,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",104,0,joda-time
2402,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",,"AOIU -exp,LOI ~exp,AOIS exp--,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",53,0,joda-time
2403,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",137,0,joda-time
2404,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",121,0,joda-time
2408,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--,AOIS --exp,AOIS ++exp","LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",190,0,joda-time
2409,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIU -exp,AOIS exp++",,"AOIS exp++,AOIS exp--,AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",100,0,joda-time
2410,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIU -exp,AOIS exp--",,"AOIU -exp,LOI ~exp,AOIS exp--,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",188,0,joda-time
2412,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp","LOI ~exp,AOIS exp--,AOIU -exp,AOIS --exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",145,0,joda-time
2415,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,ODL rexp,AORB %",,"AORB %,AORB /,ODL lexp,ODL rexp,AORB -,CDL lexp,AORB *",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",139,0,joda-time
2418,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIS --exp,AOIU -exp,LOI ~exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",129,0,joda-time
2420,-exp,1,1,1,2,2,2,100.00%,TRUE,AODU exp,,"ODL exp,AODU exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",162,0,joda-time
2421,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS ++exp,AOIS exp++","LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",125,0,joda-time
2423,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIU -exp,AOIS exp++",,"AOIS exp++,AOIS exp--,AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",124,0,joda-time
2426,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"ODL rexp,AORB -,AORB %,ODL lexp,AORB *,VDL rexp,AORB /",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",104,0,joda-time
2427,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIS exp--,LOI ~exp,AOIU -exp,AOIS exp++,AOIS ++exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",68,0,joda-time
2428,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",87,0,joda-time
2430,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",81,0,joda-time
2431,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB %,ODL lexp,ODL rexp",,"AORB /,AORB *,ODL lexp,ODL rexp,AORB %,VDL rexp,AORB -",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",72,0,joda-time
2432,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIU -exp,AOIS exp--",,"AOIS exp--,AOIS exp++,AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",171,0,joda-time
2433,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--","AOIS ++exp,AOIU -exp,LOI ~exp,AOIS --exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",126,0,joda-time
2434,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp,AOIS exp--,AOIS --exp","LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",172,0,joda-time
2436,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL lexp,ODL rexp,AORB %",,"AORB %,AORB *,AORB +,VDL lexp,AORB /,VDL rexp,ODL lexp,ODL rexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",168,0,joda-time
2441,exp,2,2,2,3,3,3,100.00%,TRUE,"AOIS exp--,AOIS exp++",,"LOI ~exp,AOIS exp--,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",57,0,joda-time
2443,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp,AOIS exp++,AOIS exp--","AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",85,0,joda-time
2444,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",,"AOIS exp++,AOIS exp--,LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",189,0,joda-time
2445,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",116,0,joda-time
2449,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIU -exp,AOIS exp++",,"AOIS exp--,AOIU -exp,AOIS exp++,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,roundFloor(long),233,0,joda-time
2453,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",78,0,joda-time
2455,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,LOI ~exp,"AOIU -exp,AOIS ++exp,AOIS --exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",139,0,joda-time
2456,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",,"AOIU -exp,AOIS exp++,AOIS exp--,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",167,0,joda-time
2457,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB %,ODL lexp,ODL rexp",,"AORB %,AORB /,AORB *,AORB -,ODL lexp,ODL rexp,CDL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",70,0,joda-time
2458,lexp + rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"ODL rexp,AORB /,AORB %,AORB -,VDL rexp,ODL lexp,AORB *,VDL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",129,0,joda-time
2460,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,ODL rexp,AORB %",,"ODL rexp,AORB *,ODL lexp,AORB -,AORB %,AORB /,VDL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",66,0,joda-time
2463,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIU -exp,AOIS exp++",,"AOIS exp++,LOI ~exp,AOIS exp--,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",54,0,joda-time
2465,lexp + rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL rexp,ODL lexp,AORB %",,"AORB /,AORB %,AORB *,ODL lexp,VDL rexp,VDL lexp,ODL rexp,AORB -",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",89,0,joda-time
2466,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",111,0,joda-time
2468,lexp - rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"AORB *,ODL rexp,AORB +,AORB %,AORB /,VDL rexp,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",176,0,joda-time
2470,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIU -exp,LOI ~exp,AOIS ++exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",89,0,joda-time
2471,exp,1,1,1,6,3,4,75.00%,TRUE,AOIU -exp,AOIS ++exp,"AOIS --exp,AOIU -exp,LOI ~exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",178,0,joda-time
2475,exp,3,3,3,4,3,4,75.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",LOI ~exp,"AOIS exp++,AOIS exp--,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",124,0,joda-time
2476,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,ODL lexp,AORB %",,"AORB /,AORB *,AORB %,ODL rexp,AORB -,CDL lexp,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",78,0,joda-time
2477,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",81,0,joda-time
2478,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,ODL lexp,AORB %",,"ODL rexp,AORB -,AORB *,ODL lexp,AORB /,AORB %,VDL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",168,0,joda-time
2483,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"addWrapField(long,int)",157,0,joda-time
2484,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",163,0,joda-time
2485,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIS exp--,AOIU -exp",,"AOIS exp++,AOIU -exp,LOI ~exp,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",52,0,joda-time
2486,lexp * rexp,3,3,3,6,6,6,100.00%,TRUE,"ODL rexp,ODL lexp,AORB /",,"AORB +,AORB %,ODL rexp,AORB /,AORB -,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",168,0,joda-time
2490,lexp % rexp,4,4,4,8,8,8,100.00%,TRUE,"AORB -,AORB +,AORB /,ODL lexp",,"AORB /,VDL lexp,AORB +,AORB -,VDL rexp,ODL rexp,ODL lexp,AORB *",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",70,0,joda-time
2493,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS --exp,LOI ~exp,AOIS ++exp,AOIS exp++,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(org.joda.time.ReadablePartial,int,int,int)",144,0,joda-time
2494,lexp < rexp,3,3,3,8,8,8,100.00%,TRUE,"ROR <=,ROR false,ROR !=",,"ROR <=,COI !(),ROR ==,ROR false,ROR !=,ROR >=,ROR >,ROR true",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",161,0,joda-time
2498,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",82,0,joda-time
2499,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",193,0,joda-time
2500,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"AORB %,ODL rexp,ODL lexp",,"AORB %,AORB /,AORB -,AORB *,ODL rexp,VDL lexp,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",102,0,joda-time
2502,lhs += rhs,3,3,3,5,5,5,100.00%,TRUE,"ODL lexp = rexp,ASRS %=,ASRS -=",,"ASRS -=,ASRS /=,ASRS *=,ODL lexp = rexp,ASRS %=",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",80,0,joda-time
2504,exp,3,3,3,4,3,4,75.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",LOI ~exp,"AOIS exp++,AOIU -exp,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",189,0,joda-time
2505,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp","LOI ~exp,AOIU -exp","AOIS exp++,AOIS exp--",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",193,0,joda-time
2506,exp,2,2,2,3,3,3,100.00%,TRUE,"AOIS exp++,AOIS exp--",,"LOI ~exp,AOIS exp--,AOIS exp++",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",168,0,joda-time
2508,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS ++exp,AOIS exp++","LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",190,0,joda-time
2509,lexp - rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"ODL rexp,AORB /,AORB *,AORB +,AORB %,VDL rexp,ODL lexp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,remainder(long),239,0,joda-time
2510,return_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,isLeap(long),206,0,joda-time
2511,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS --exp,AOIS ++exp,AOIS exp--","LOI ~exp,AOIU -exp",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",173,0,joda-time
2513,lexp - rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,ODL lexp",,"AORB /,ODL lexp,VDL rexp,ODL rexp,AORB *,AORB +,AORB %",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",177,0,joda-time
2515,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIU -exp,LOI ~exp,AOIS --exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,long)",105,0,joda-time
2516,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,get(long),45,0,joda-time
2517,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",,"AOIS exp++,AOIU -exp,LOI ~exp,AOIS exp--",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",171,0,joda-time
2519,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"getDifferenceAsLong(long,long)",182,0,joda-time
2522,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIS ++exp,AOIS --exp,AOIU -exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,isLeap(long),205,0,joda-time
2525,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIS --exp,AOIU -exp,AOIS ++exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",70,0,joda-time
2528,lexp / rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,AORB *,ODL rexp",,"AORB -,ODL lexp,AORB *,AORB +,ODL rexp,VDL lexp,VDL rexp,AORB %",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",72,0,joda-time
2529,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIS ++exp,LOI ~exp,AOIU -exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",69,0,joda-time
2534,lexp + rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,AORB %,ODL rexp",,"ODL lexp,ODL rexp,AORB /,VDL rexp,AORB %,AORB *,AORB -",,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",69,0,joda-time
2537,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"set(long,int)",194,0,joda-time
2539,exp,1,1,1,6,2,4,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS --exp","AOIU -exp,LOI ~exp","AOIS exp--,AOIS exp++",org.joda.time.chrono.BasicMonthOfYearDateTimeField,isLeap(long),205,0,joda-time
2542,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.joda.time.chrono.BasicMonthOfYearDateTimeField,"add(long,int)",81,0,joda-time
